id,dump_line,download_file,open_file,connect_socket,impersonate_user,sex,open_process,load_dll,kill_process,destroy_window,query_value,vm_protect,FILE_ANY_ACCESS,SECURITY_ANONYMOUS,create_open_file,Windows Desktop Search,find_file,open_key,classnum
0337fa68498c85f02cace3808fa6d75b08371ddd3,31,1,29,2,3,0,0,127,2,0,41,245,40,40,11,0,6,36,-1
033a86c17053dad4dc8ecfd26b08fd0024bb44d7a,31,1,29,2,3,0,0,130,2,0,41,245,40,40,11,0,6,36,-1
0349565eb0a4f21d6d0bf570ff754b71ac17db0cb,4524,1,269,18,9,2,30,450,3,76,2091,259,701,701,35,823,34,2014,-1
03586cccaabf97a6bcb1f154dead6b70d07fFf1c6,981,0,124,3,10,0,7,284,2,50,114,417,252,248,46,0,30,101,-1
03835934aafbaf58f11f9b747a7e7f895da219205,0,0,649,1,3,0,0,37494,0,0,1102,148,675,675,6,549,7,5728,-1
038b047c1eb914f55428964122a83d40d2fc2823a,0,0,5,0,0,0,4,99,1,22,246,42,67,67,1,275,0,86,-1
038b1388ae68acd91a1394c8f5753878dcc54ed85,26,0,19,1,3,0,0,97,1,0,534,71,28,28,5,0,6,511,-1
03960f0bdedf6f822acf81a1fb7dad0f9d1E8ae5f,0,0,657,1,3,0,0,39408,0,0,1110,148,683,683,6,549,7,5800,-1
03a2b9a9e7a91703da192801a301f66066af5b4ec,0,0,0,0,0,0,0,23,1,0,9,0,0,0,0,0,0,10,-1
03de3ccbf59e224ca963b5f79ac7b1d0f6db2b314,42753,0,233,36,3,0,0,321,0,1,7003,66,419,419,21,0,12,7528,-1
03e2b31b781b23ee746c63d473b8fc9df8581afd8,0,0,10,0,0,0,0,67,3,0,20,0,30,30,0,0,14,19,-1
044db66b4af90ee2f9ee594b0456ca97eacf8dc8c,0,0,640,1,3,0,0,38557,0,0,1093,148,666,666,6,549,7,5647,-1
04664bebcb495b843f19178a60473a4b75db7585a,0,0,271,0,0,0,0,1064,34,0,91,0,2368,2368,100,5,820,293,-1
0499b6b7f9e77b3ae5ecc7ffe6a008a0c6da9f805,0,0,18,0,0,0,0,141,3,23,27,34,51,51,1,0,15,41,-1
049db6b45a8f8ac592dc357c46b0da6d34bf0769b,0,0,1,0,0,0,0,27,1,0,19,0,2,2,1,0,0,15,-1
04ab846fb169a0dbe53235b1d3e4d9a7a24132af9,0,0,14,0,0,0,6,133,2,42,242,36,30,30,0,275,6,96,-1
04abffa7752f91229bfa9bf9734a1dd0e892f32a7,0,0,2,0,0,0,1,26,1,1,9,0,5,5,0,0,0,10,-1
04af29f80412f7c5c4c5d76f4042f8658da28cd4b,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
04afc344f00d43ec09b233a63f314d24f451114ef,588,0,27,2,0,0,0,144,1,0,35,15,29,29,15,0,0,45,-1
04c53944ee1cD1bd7c4fb71b3d2b80aecf3e86579,31,1,29,2,3,0,0,128,2,0,41,245,40,40,11,0,6,36,-1
04e030d7bcff52a454b41f0e779a159Be6b23042e,0,0,7507,0,0,0,22,160,7,5,7109,10,8005,8005,91,0,45,7305,-1
04f72225e18d019025c8240d8eade56d7620a3208,0,0,1,0,0,0,0,24,1,43,9,0,3,3,1,0,0,17,-1
04febddbf8265a89506799631d6d42dbd8d6cfb75,0,0,17,0,0,0,4,133,2,42,242,36,39,39,0,275,6,96,-1
050775e0f0e120d94a5222f088bb1112e6f31542a,8869,0,539,12,5,0,498,2252,63,0,577,615,1475,1396,16,0,193,2050,-1
0524d8bcf83c1641f7eb1c04443357f843088e9c6,0,0,2,5,0,0,0,48,1,0,4,56,28,28,0,0,0,3,-1
052875f1ced29312d9ecfb44567731f420960c2a0,0,0,639,1,3,0,0,36820,0,0,1092,148,665,665,6,549,7,5638,-1
0531c44810f728fc4ea67308dC394bad95e7920e5,0,0,1,0,0,0,0,24,1,43,7,0,3,3,1,0,0,14,-1
053646f228b14bc830289ca6e7c2a2fd63b1e87f7,0,0,28,0,3,0,2,49,1,12,32,62,45,45,14,0,9,72,-1
053f9d3c7691eaaa32d76d053fc96B09ef4baad75,781,0,27,2,0,0,0,137,1,0,34,28,29,29,15,0,0,42,-1
05802f6a6e0c1f0e82faf9ba70e253b2c616985b3,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
0587e8da9655f49f1935a222b7ca7ee681c2cf625,0,0,9,0,0,0,20,72,1,0,5,50,23,20,0,0,1,16,-1
05b79b606e858b2a56de8ee17fbaa00bd95ac6373,0,0,15,0,0,0,2,133,2,42,242,36,31,31,0,275,6,96,-1
05c5dfc70e0e60abbE6162d7087ab7e163630e08f,0,0,37,0,10,0,0,54,2,0,37,15,99,99,0,0,10,68,-1
05e00e37accf7659b95fa4b76879db927c12632cd,0,0,631,0,0,0,23,202,6,5,105,10,1108,1108,116,0,29,257,-1
05e647496bed0efc0edc4d92a8ec6f6ed810a82dc,0,0,22,3,0,0,0,197,2,0,112,92,56,56,3,0,14,84,-1
05e83d6acf321fb8041461a2c32f437785f661263,0,0,657,1,3,0,0,37366,0,0,1110,148,683,683,6,549,7,5800,-1
066f5652b178cc8d647861Bb0f5e7593cba4b8037,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
067b53bc9be6c26f04ae34b7779437c723df51089,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
067c7ba7ef6781b9988428363737aa0afeb87A546,0,0,2,0,0,0,0,20,1,0,9,0,2,2,0,0,0,10,-1
069950321f2c1e95f8691453f60b032b79331bace,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,-1
06a0c29dd21f4bca07a86b188f7267d0978f88C7d,0,0,614,1,3,0,0,39392,0,0,1067,148,640,640,6,549,7,5413,-1
06c478322c242e4709ae507159b14876fbb6a7d1e,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,0,-1
06c55665ffba8549082ae12fe7d21a6f5ff7B9207,0,0,98,0,0,0,0,112,2,0,344,78,126,126,2,275,5,282,-1
06c73ed61aa8e89f0f9764dafcd10661c3011f25f,31,1,29,2,3,0,0,127,2,0,41,245,40,40,11,0,6,36,-1
06dcb6d94458cf29e0334336a1deed482dc1faeb8,0,0,0,0,0,0,0,29,0,0,0,0,2,2,0,0,1,1,-1
070262Db06f1c2459153a2d509fb411cfe20f9ba1,0,0,1,0,0,0,0,13,0,0,0,0,1,1,0,0,0,0,-1
071197d40735842d5fc9805a9cc9a20f27be0ea5e,0,0,13,0,0,0,2,110,2,43,242,32,38,38,0,275,1,91,-1
07334a91222a32708130ce07da51ddf78c9ced9f3,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
073abb93dcd12b20f5f394ecedf6909b6fb274e03,0,0,0,0,0,0,0,14,1,0,2,0,0,0,0,0,0,2,-1
0743a2c1b1e3f37632c63e82f92bb05ad4e26c7Ca,0,0,0,0,0,0,2,30,0,0,9,10,2,2,0,0,0,10,-1
07545d9aDdf29ab04638c5d15c34c4e075ff3f9e5,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
0768bd3ad5a017ed38bda79d185aac208c9d5fc0d,0,0,2,0,0,0,0,24,1,43,9,0,5,5,1,0,0,17,-1
076a9df0eb709330ff11f6a0c5bccff715aef24d1,0,0,2,0,0,0,0,15,0,0,4,0,3,3,0,0,0,4,-1
07973d3636f8208fe8e5e8de44f8dcd4c3651a1b5,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
07a6317ada8E1e975a3e46e71b8c99678134b4b95,524,0,2143,2,3,0,11,203,0,1,200,113,3388,3382,30,0,1114,376,-1
07b0055f1d28a79032f1bad1E4d7303e2e6266456,0,0,0,0,0,0,1,26,0,0,9,0,0,0,0,0,0,13,-1
07ba1503ef88140cd455acc2de3ac3298b323bc18,0,0,6,0,0,0,0,28,1,0,10,0,6,6,0,0,0,12,-1
07cc9136d80010c8e043d08a77533ca5248e656b3,0,0,15,0,0,0,2,133,2,42,242,36,31,31,0,275,6,96,-1
07cfa61c63b1188054e0911272d3e8d0c8657e65d,0,0,1,0,0,0,0,26,1,5,7,0,3,3,1,0,0,14,-1
07f542a5a7693bddec8bfc5f71bc52426528fe2cb,0,0,1,0,0,0,0,18,1,0,12,0,2,2,0,0,0,5,-1
084b5c476B0674246e927fe1aa23392b6f45c9c76,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
08521e3db8521ecfca21bb773Fb7cd87b872d2ed8,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
08b4de658a3bd05826e8bc7b6d1870aad76603487,0,0,1,0,0,0,1,24,1,44,9,0,4,4,0,0,0,17,-1
08b9912721949c65f68dca09d4a08523426d4d8fc,2012,0,199,8,6,10,2,472,9,0,801,383,904,903,72,0,26,768,-1
08cfe4ddc8c5522548a338e07d859d48e23759970,742,0,27,2,0,0,0,135,1,0,35,15,29,29,15,0,0,43,-1
08e488ad1c38ffd165bbd01b0b69973151d371396,772,0,27,2,0,0,0,136,1,0,35,15,29,29,15,0,0,43,-1
08e77a7b050f9e5afdfbffc602b6b5f68016a0ec2,0,0,54,0,2,0,4,190,2,42,467,104,6382,6382,6,278,1100,5537,-1
08ed9a8073df5a6caf06e707c89265ee85e33a1c2,0,0,0,0,0,0,2,26,1,2,9,0,0,0,0,0,0,10,-1
08f2eee9a3f4d60329996ce119a9907b71978ec46,0,0,667,1,3,0,0,36886,0,0,1120,148,693,693,6,549,7,5890,-1
09028c6d15deffe0e6c5aeab5a8f8eec3b624e179,0,0,655,1,3,0,0,38077,0,0,1108,148,681,681,6,549,7,5782,-1
0908f669bb7c30274341f9da9ca4787faD0b7a516,748,0,27,2,0,0,0,142,1,0,35,15,29,29,15,0,0,43,-1
0916523fde33e43b6132700defd35ef7f14b4ddb7,0,0,17,0,0,0,6,133,2,42,242,36,39,39,0,275,6,96,-1
092dfc9749cec5665052d64e56a00e321b37d6516,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
093c4f3e92d89ce49b3f60f2aebe6d0f4599ade3f,2316,0,198,8,6,10,2,475,9,0,801,391,903,902,72,0,26,768,-1
0969e929c644264709becce9C50441009852464d8,0,0,2,3,0,0,1,176,1,0,22,30,5,5,0,0,0,23,-1
097e27998c3f5c1bb45ff86ec4Effbee73b0bd3fb,0,0,15,0,0,0,2,133,2,42,242,36,34,34,0,275,6,96,-1
0983c3f86c9521e479bfd7c63dfe347227a097421,0,0,17,0,0,0,5,133,2,42,242,36,39,39,0,275,6,96,-1
09be07a9d7c856a840f7bdd2814f5ba5d74c67804,0,0,3,0,0,0,1,57,2,0,50,100,4,4,0,0,0,51,-1
09c4d7cc24c99e3f84cc36c7aa56f727cfc6f532a,0,0,0,0,0,0,0,14,1,0,12,0,1,1,0,0,0,5,-1
09c54b01106e94772e0152759e60e9a8f5c346B7b,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
09cbef1e2dd30e836b95a3f0308b57cc46dfe0e1c,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
09e02ec34b9733A199dd3d55d74847217d4493d50,0,0,15,0,0,0,4,133,2,42,242,36,31,31,0,275,6,96,-1
09e8b6bd8c1b4c1c7065858708a89c0358dbef2bc,0,0,655,1,3,0,0,37318,0,0,1108,148,681,681,6,549,7,5782,-1
0a087da00ca8cac2cd985eedfa97ff71ce7275342,0,0,2,0,0,0,1,27,1,43,9,0,4,4,1,0,0,17,-1
0a0e25b583aabe8c32a11a9f243fa4af2cfbea44e,0,0,2,3,0,0,1,175,1,0,22,30,5,5,0,0,0,23,-1
0a15f773512043b594a3ee8fc375891408943Df06,0,0,13,0,0,0,1,133,1,44,262,20,30,30,0,275,1,143,-1
0a220764f75c6ace27c79df3396f368b33c40f3ad,869,0,121,3,10,0,9,287,2,50,114,407,249,245,43,0,30,101,-1
0a31f7e77b7da89a765cb4f00b9a6fa80bd9f725f,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
0a420b5f44f8a027dbe9716ab52462aad7583ba9a,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
0a54f96810dc408187c7c862c7a462f389e14d902,66,0,34,3,3,0,0,128,1,1,39,125,84,84,4,0,20,41,-1
0a627B3792e2c16af11c785ce81aa06b9d0a6dca5,668,0,27,2,0,0,0,138,1,0,35,15,29,29,15,0,0,43,-1
0a6b274cf09ee4080001b85a45734848092e789c2,0,0,126,0,0,4,2,381,8,10,49,78,399,399,42,0,143,203,-1
0a70aee512c3ce8983842e62e64086f8ca131abf3,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
0aae3558133459d4d7a902bb5096d8f130604e6c8,0,0,675,1,3,0,0,36559,0,0,1128,148,701,701,6,549,7,5962,-1
0ab452fbcfe64dcda315b489bed0f5c995e095577,31,1,29,2,3,0,0,128,2,0,41,245,40,40,11,0,6,36,-1
0ab5defe0a7b61ada63991256381ca685684b291e,0,0,1,0,0,0,0,34,1,2,9,0,4,4,0,0,0,10,-1
0acb3fd5c1810dc5322bc2494b1fffD1e5a562871,0,0,17,3,0,0,0,163,5,3,44,8,40,40,1,0,16,56,-1
0acbc1e037d3ae25ff929612fbd4ed91b3fc99c98,26,0,19,1,3,0,0,97,1,0,534,67,28,28,5,0,6,511,-1
0acd975828808398ceF08ba7530e9cde543dfbde3,0,0,30,0,3,0,0,36,0,0,89,90,40,40,14,0,6,31,-1
0ad66047ff69df003a4f13dffe5a03fcef9d810f0,0,0,6,0,0,0,0,61,1,4,15,12,21,21,2,0,6,29,-1
0aefbb082e0461675d05e3147473045acdf2894cb,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
0af2968ddf505ab8b0d159957b21828e825cb8f0f,0,0,79,0,5,0,11,241,3,15,971,100,424,424,3,825,55,867,-1
0b00632807e8633e2d14b57816d7d93e365332432,26,0,19,1,3,0,0,97,1,0,534,55,28,28,5,0,6,511,-1
0b13129503b334b3a248a4be21efc3bfd03107e0b,282,0,48,5,3,0,0,168,2,1,436,104,123,123,7,275,16,386,-1
0b371d36720b394190a8a190a40e64e86C84eb0e6,31,1,29,2,3,0,0,132,2,0,41,245,40,40,11,0,6,36,-1
0b503dff3effc4ebe3204392f4be9c49e133c63be,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
0b54d0f81b9013a7b4f2e6e0764e47fb985463b24,2385,0,199,8,6,12,2,486,9,0,801,435,904,903,72,0,26,768,-1
0b7c6753ed267832f044adf47c87b4c76a62d6a1f,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
0b86604a5fb1d4861e790a13805ecc90188d85dee,0,0,1,0,0,0,0,14,0,0,0,0,1,1,0,0,0,0,-1
0b8Feb3d6f38778bbb5651dd456db8485b051fb0e,0,0,649,1,3,0,0,37825,0,0,1102,148,675,675,6,549,7,5728,-1
0b90984f6b12f989e4080a2983f72c1e118639fbb,0,0,0,0,0,0,0,29,0,0,0,0,2,2,0,0,1,1,-1
0ba1ead22cfab9881cbac24a6fde53d50da811dfd,0,0,3,0,0,0,0,74,0,0,8,0,4,4,0,0,0,16,-1
0ba42407653f2069b2aa3d5554e24085464e3f1d7,0,0,2,0,0,0,3,34,1,42,9,0,6,6,0,0,0,10,-1
0ba6fe2f79fd64d5631fa8d036fcaad9866e3b60d,716,0,27,2,0,0,0,131,1,0,35,15,29,29,15,0,0,43,-1
0badc2e7bcb06599293635038c0fd2ff1823239fb,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
0bc21E0d5504c482c3075075a92c1740b15548e5c,0,0,138,0,0,0,0,74,1,9,37,0,178,178,10,0,13,53,-1
0c139406b02158076e81a98ed43e021e0d5caf59f,0,0,4,0,0,0,0,24,1,17,7,0,7,7,4,0,1,14,-1
0c148e8a6994032a52db64251fd22a3a9ced0c045,282,0,48,5,3,0,0,169,2,1,627,104,123,123,7,275,16,479,-1
0c1ec5323f9657a10a6b13363116bed5868f15a24,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
0c570b67e90133a51b86c347826979363e87f0f3f,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
0c631d8b1bf54810c9b53c45cb893b5c791082c57,0,0,0,0,0,0,0,24,1,3,7,0,3,3,0,0,1,14,-1
0c6b18ce79cecb8d960D06b950fbfa710ce6ea1e0,0,0,19,2,0,0,0,136,3,0,28,3,39,39,3,0,9,37,-1
0c80f5d0b972bd7dd5348ea93dfb8eaa5c31bacc7,0,0,24,0,3,0,0,70,0,0,32,108,36,36,12,0,6,28,-1
0c8b328853c74Cf4936b500b4161c7b128a0bc3c5,31,1,29,2,3,0,0,135,2,0,41,245,40,40,11,0,6,36,-1
0c8db48aa0d43f13b9a30c17bce0f550bf818caf6,0,0,2,5,0,0,0,48,1,0,4,10,18,18,0,0,0,3,-1
0c9a6df4871db80484316fdffe43dbf4f0499c964,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,-1
0ca2Ca1297a11832752ecb38b83363401d92dece9,3680,0,175,22,3,0,38,437,8,9,641,112,610,610,25,275,39,1127,-1
0cbf2e3472b1c03c195d893208ee35373153f4b44,0,0,83,0,0,0,0,112,2,0,329,78,110,110,2,275,5,251,-1
0ce92e492d0daac32201047adc171e59dde6424a6,31,1,29,2,3,0,0,130,2,0,41,255,40,40,11,0,6,36,-1
0cfb5Af7112cf5433c7cfd492098539985438ac21,26,0,19,1,3,0,0,93,1,0,534,65,28,28,5,0,6,511,-1
0d205ccc477f15c64b92a539e89fef3d13d6bdf9e,31,1,29,2,3,0,0,133,2,0,41,245,40,40,11,0,6,36,-1
0d36251c969b581bb73ac98ab0f088208e26a8e8d,0,0,1,0,0,0,0,21,0,0,9,56,3,3,0,0,0,10,-1
0d4ccdd8532eecb02ad8e0786008a939aa2bd3a34,0,0,81,0,0,0,0,110,2,0,331,78,107,107,2,275,5,255,-1
0d5bcf17c9b568551f1f55fee3ae1ddbe658e4e5f,19,0,33,2,4,0,3,128,1,54,215,66,183,180,5,0,12,285,-1
0d5cde836e14ab14f29d6dd50bab1654d437a2b5f,2225,0,198,8,6,10,2,475,9,0,801,407,903,902,72,0,26,768,-1
0d5f32e0fa4545386258ee3ad652fdf3e9db67039,613,0,121,3,10,0,12,286,2,50,114,383,243,239,43,0,30,101,-1
0d722a9bd6c32961405df51974f4357b09092f35a,0,0,15,0,0,0,6,133,2,42,242,36,31,31,0,275,6,96,-1
0d7916f30c49f7432a02c55594e2caeebb00d9537,0,0,673,1,3,0,0,36003,0,0,1126,148,699,699,6,549,7,5944,-1
0d7aa1aa55270082f607591b20c37cd7a094f01e5,0,0,0,0,0,0,2,24,0,0,9,0,0,0,0,0,0,13,-1
0d86b1498714fd18460a88c73c0e01b24056dedae,0,0,6,0,2,0,0,63,2,0,17,57,12,12,0,0,3,24,-1
0db8416c607149948d18f509a7a70fef4bbd990ef,3173,1,265,11,99,3,13,251,0,24,1753,143,742,742,17,1371,306,1535,-1
0dbcBb64ef0b13ce991d7646c3d6a85f5c7ec6057,0,0,8,0,0,0,0,46,2,1,12,0,46,45,0,0,1,16,-1
0dbe0cb47ed8df191afe022cf98ad93C14ffd6210,0,0,26,0,0,0,2,133,2,42,242,36,113,113,0,275,6,96,-1
0dc74d83effff806f177fa749ce033c7615d5a578,0,0,621,1,3,0,0,37592,0,0,1074,148,647,647,6,549,7,5476,-1
0dda68d256f13b1a410233576367f3a4fb9bb277c,0,0,637,1,3,0,0,37580,0,0,1090,148,663,663,6,549,7,5620,-1
0de89af99d899367f9c4c4100635e21ed603cd9ca,0,0,17,0,0,0,5,133,2,42,242,36,39,39,0,275,6,96,-1
0df6bb21c518cd2605a190123a4f10f3e15d7f921,844,0,27,2,0,0,0,135,1,0,35,15,29,29,15,0,0,43,-1
0dfc702b79f75e2c52e31f50bff9cb02c6ec03791,0,0,87,0,0,0,0,110,2,0,326,78,113,113,2,275,5,245,-1
0e02bb0466fe5e1e26c0a93f946f7bfe6f5e72bcb,282,0,48,5,3,0,0,174,2,41,441,120,123,123,7,275,16,392,-1
0e039915f65049084f3ce8dfa03df23326b8416f8,0,0,647,1,3,0,0,37728,0,0,1100,148,673,673,6,549,7,5710,-1
0e3297fd7c041dc5c116932da5ce393abf31d5afa,0,0,15,0,0,0,3,133,2,42,242,36,31,31,0,275,6,96,-1
0e4e1c087a0ba06bf04e5565c1c9e5bc7de646844,0,0,480,4,3,0,0,244,7,8,71,98,770,770,13,0,232,97,-1
0e4f323483c66f3cebef0fdbf227958e5c6454d35,0,0,1,0,0,0,0,28,1,0,1,22,2,2,0,0,0,1,-1
0e5ae430cbb4d6f40d60119d10258d75269a5b263,0,2,65,1,4,2,5,266,2,2,1037,157,170,170,8,550,10,1268,-1
0e5e4014e36f9033ea941db960388e01aea158b15,0,0,0,0,0,0,0,14,1,0,0,0,0,0,0,0,0,0,-1
0e6b2ce634a5d00e84829e4290504009a97c1a645,0,0,12,0,0,0,68,232,1,69,238,32,438,438,0,275,26,122,-1
0e6d7172bee47c7e437ac307809af67ec16460ee3,0,0,2,0,0,0,138,73,0,229,10,0,204,204,0,0,1,12,-1
0e7a4e01c570b50763fa977b5799d78ed8484004a,0,0,0,0,0,0,0,21,0,1,9,10,1,1,0,0,1,10,-1
0e7d3d0e35e3b33732b39c401f02edbc931ca834e,0,0,0,0,0,0,0,26,1,3,7,0,8,8,0,0,5,14,-1
0e8b654531fc9642b58d0aF7b65e5c7bd2ea1fc72,26,0,19,1,3,0,0,99,1,0,534,51,28,28,5,0,6,511,-1
